chunk_id,QuestionID,Category,QuestionType,QuestionTime,chunk_index,chunk_text,search_text,lexical_tokens
row_12056_chunk_0,C13Q3256,Pet Supplies,yes/no,2013-11-11,0,photo says 240 many container dont see actual product details description ordered regularly amazon prescription researched countless joint supplements one best ratings recommended veterinarians worked great dogs,Pet Supplies yes/no photo says 240 many container dont see actual product details description ordered regularly amazon prescription researched countless joint supplements one best ratings recommended veterinarians worked great dogs,"['pet', 'supplies', 'yes', 'no', 'photo', 'says', '240', 'many', 'container', 'dont', 'see', 'actual', 'product', 'details', 'description', 'ordered', 'regularly', 'amazon', 'prescription', 'researched', 'countless', 'joint', 'supplements', 'one', 'best', 'ratings', 'recommended', 'veterinarians', 'worked', 'great', 'dogs']"
row_12057_chunk_0,C14Q18411,Sports and Outdoors,open-ended,2014-03-15,0,would noise machine disrupt people room large bedroom carpeted conversing phoning using skype rj 2 piece machine row part machine heaviest weighing 40lbs back part weighing ruffly 20lbs,Sports and Outdoors open-ended would noise machine disrupt people room large bedroom carpeted conversing phoning using skype rj 2 piece machine row part machine heaviest weighing 40lbs back part weighing ruffly 20lbs,"['sports', 'and', 'outdoors', 'open', 'ended', 'would', 'noise', 'machine', 'disrupt', 'people', 'room', 'large', 'bedroom', 'carpeted', 'conversing', 'phoning', 'using', 'skype', 'rj', '2', 'piece', 'machine', 'row', 'part', 'machine', 'heaviest', 'weighing', '40lbs', 'back', 'part', 'weighing', 'ruffly', '20lbs']"
row_12058_chunk_0,C1Q9478,Automotive,open-ended,2014-04-10,0,true ian stclair cardsharp2 knife serial blade yes,Automotive open-ended true ian stclair cardsharp2 knife serial blade yes,"['automotive', 'open', 'ended', 'true', 'ian', 'stclair', 'cardsharp2', 'knife', 'serial', 'blade', 'yes']"
row_12059_chunk_0,C9Q9993,Home and Kitchen,open-ended,2013-10-10,0,lodge 5 qt double dutch oven cassarole skillet lid would proper size bag item understand bags running bit bigger pots yes recommend putting lid bottom dutch oven top lid way legs wont tear cover time time give dutch oven ventilation mine two years good amount use back forth problem,Home and Kitchen open-ended lodge 5 qt double dutch oven cassarole skillet lid would proper size bag item understand bags running bit bigger pots yes recommend putting lid bottom dutch oven top lid way legs wont tear cover time time give dutch oven ventilation mine two years good amount use back forth problem,"['home', 'and', 'kitchen', 'open', 'ended', 'lodge', '5', 'qt', 'double', 'dutch', 'oven', 'cassarole', 'skillet', 'lid', 'would', 'proper', 'size', 'bag', 'item', 'understand', 'bags', 'running', 'bit', 'bigger', 'pots', 'yes', 'recommend', 'putting', 'lid', 'bottom', 'dutch', 'oven', 'top', 'lid', 'way', 'legs', 'wont', 'tear', 'cover', 'time', 'time', 'give', 'dutch', 'oven', 'ventilation', 'mine', 'two', 'years', 'good', 'amount', 'use', 'back', 'forth', 'problem']"
row_12060_chunk_0,C2Q906,Baby,open-ended,2014-04-19,0,okay newborn recommend use carriage children 6 months,Baby open-ended okay newborn recommend use carriage children 6 months,"['baby', 'open', 'ended', 'okay', 'newborn', 'recommend', 'use', 'carriage', 'children', '6', 'months']"
row_12061_chunk_0,C2Q1752,Baby,yes/no,2014-03-23,0,theses click lock sippy cup come leak proof valve cuz 8 bottles broken opening valves sell replacements bite spout,Baby yes/no theses click lock sippy cup come leak proof valve cuz 8 bottles broken opening valves sell replacements bite spout,"['baby', 'yes', 'no', 'theses', 'click', 'lock', 'sippy', 'cup', 'come', 'leak', 'proof', 'valve', 'cuz', '8', 'bottles', 'broken', 'opening', 'valves', 'sell', 'replacements', 'bite', 'spout']"
row_12062_chunk_0,C13Q1090,Pet Supplies,open-ended,2013-09-26,0,wide crinkling noisealso 6 year old cat likes interactive toys could throw tunnel around could run catch maybe answer would different,Pet Supplies open-ended wide crinkling noisealso 6 year old cat likes interactive toys could throw tunnel around could run catch maybe answer would different,"['pet', 'supplies', 'open', 'ended', 'wide', 'crinkling', 'noisealso', '6', 'year', 'old', 'cat', 'likes', 'interactive', 'toys', 'could', 'throw', 'tunnel', 'around', 'could', 'run', 'catch', 'maybe', 'answer', 'would', 'different']"
row_12063_chunk_0,C10Q2456,Musical Instruments,open-ended,2013-11-18,0,om style guitar fit case paul familiar br43 used recording king ros 616 12 fret 000 fit snug fits bill husband monica,Musical Instruments open-ended om style guitar fit case paul familiar br43 used recording king ros 616 12 fret 000 fit snug fits bill husband monica,"['musical', 'instruments', 'open', 'ended', 'om', 'style', 'guitar', 'fit', 'case', 'paul', 'familiar', 'br43', 'used', 'recording', 'king', 'ros', '616', '12', 'fret', '000', 'fit', 'snug', 'fits', 'bill', 'husband', 'monica']"
row_12064_chunk_0,C6Q24661,Electronics,yes/no,2014-11-17,0,hiit says item play mp4 fileswill itthanks yes movie,Electronics yes/no hiit says item play mp4 fileswill itthanks yes movie,"['electronics', 'yes', 'no', 'hiit', 'says', 'item', 'play', 'mp4', 'fileswill', 'itthanks', 'yes', 'movie']"
row_12065_chunk_0,C4Q379,Cell Phones and Accessories,open-ended,2014-06-12,0,make work samsung s4 fail find device make sure fully charged press middle button couple seconds light blinks go phone settings find bluetooth turn search noisehush found bluetooth devices click connect let know happens good luck,Cell Phones and Accessories open-ended make work samsung s4 fail find device make sure fully charged press middle button couple seconds light blinks go phone settings find bluetooth turn search noisehush found bluetooth devices click connect let know happens good luck,"['cell', 'phones', 'and', 'accessories', 'open', 'ended', 'make', 'work', 'samsung', 's4', 'fail', 'find', 'device', 'make', 'sure', 'fully', 'charged', 'press', 'middle', 'button', 'couple', 'seconds', 'light', 'blinks', 'go', 'phone', 'settings', 'find', 'bluetooth', 'turn', 'search', 'noisehush', 'found', 'bluetooth', 'devices', 'click', 'connect', 'let', 'know', 'happens', 'good', 'luck']"
row_12066_chunk_0,C13Q510,Pet Supplies,open-ended,2014-01-28,0,bowl arrived instructions info leave plugged 247 outside protection elements thanks advance mine plugged 24 7 far leaving plugged outside protection elements probablywouldnt mine inside pole barn dont remember getting paper work either youll want check water level daily cause water level seems evaporate,Pet Supplies open-ended bowl arrived instructions info leave plugged 247 outside protection elements thanks advance mine plugged 24 7 far leaving plugged outside protection elements probablywouldnt mine inside pole barn dont remember getting paper work either youll want check water level daily cause water level seems evaporate,"['pet', 'supplies', 'open', 'ended', 'bowl', 'arrived', 'instructions', 'info', 'leave', 'plugged', '247', 'outside', 'protection', 'elements', 'thanks', 'advance', 'mine', 'plugged', '24', '7', 'far', 'leaving', 'plugged', 'outside', 'protection', 'elements', 'probablywouldnt', 'mine', 'inside', 'pole', 'barn', 'dont', 'remember', 'getting', 'paper', 'work', 'either', 'youll', 'want', 'check', 'water', 'level', 'daily', 'cause', 'water', 'level', 'seems', 'evaporate']"
row_12067_chunk_0,C15Q6461,Tools and Home Improvement,open-ended,2014-01-21,0,long electrical wires bare ends goes car battery used light interior van worked fantastic purpose used magnetic switch turn light door opened light used illuminate door opening van worked great would use,Tools and Home Improvement open-ended long electrical wires bare ends goes car battery used light interior van worked fantastic purpose used magnetic switch turn light door opened light used illuminate door opening van worked great would use,"['tools', 'and', 'home', 'improvement', 'open', 'ended', 'long', 'electrical', 'wires', 'bare', 'ends', 'goes', 'car', 'battery', 'used', 'light', 'interior', 'van', 'worked', 'fantastic', 'purpose', 'used', 'magnetic', 'switch', 'turn', 'light', 'door', 'opened', 'light', 'used', 'illuminate', 'door', 'opening', 'van', 'worked', 'great', 'would', 'use']"
row_12068_chunk_0,C9Q16862,Home and Kitchen,open-ended,2014-07-14,0,people say completely waterproof worked perfect others say water went thru im confused mattress bought memory foam make hot would recommend,Home and Kitchen open-ended people say completely waterproof worked perfect others say water went thru im confused mattress bought memory foam make hot would recommend,"['home', 'and', 'kitchen', 'open', 'ended', 'people', 'say', 'completely', 'waterproof', 'worked', 'perfect', 'others', 'say', 'water', 'went', 'thru', 'im', 'confused', 'mattress', 'bought', 'memory', 'foam', 'make', 'hot', 'would', 'recommend']"
row_12069_chunk_0,C5Q2027,Clothing Shoes and Jewelry,open-ended,2014-01-21,0,true size women wear size 8 order 9 clean beautifully,Clothing Shoes and Jewelry open-ended true size women wear size 8 order 9 clean beautifully,"['clothing', 'shoes', 'and', 'jewelry', 'open', 'ended', 'true', 'size', 'women', 'wear', 'size', '8', 'order', '9', 'clean', 'beautifully']"
row_12070_chunk_0,C14Q14783,Sports and Outdoors,yes/no,2015-04-02,0,need packed ice keep cool really effective think might frankly dont think meant totally filled strong maybe strong best would say might hold two sixpack plenty ice three minimal thing treasure keep car times case make unexpected run grocery store large love,Sports and Outdoors yes/no need packed ice keep cool really effective think might frankly dont think meant totally filled strong maybe strong best would say might hold two sixpack plenty ice three minimal thing treasure keep car times case make unexpected run grocery store large love,"['sports', 'and', 'outdoors', 'yes', 'no', 'need', 'packed', 'ice', 'keep', 'cool', 'really', 'effective', 'think', 'might', 'frankly', 'dont', 'think', 'meant', 'totally', 'filled', 'strong', 'maybe', 'strong', 'best', 'would', 'say', 'might', 'hold', 'two', 'sixpack', 'plenty', 'ice', 'three', 'minimal', 'thing', 'treasure', 'keep', 'car', 'times', 'case', 'make', 'unexpected', 'run', 'grocery', 'store', 'large', 'love']"
row_12071_chunk_0,C15Q10104,Tools and Home Improvement,open-ended,2013-12-09,0,high actually stick sink tophole drilled countertop says height 30 really high brushed stainless steel matches stainless steel appliances hth,Tools and Home Improvement open-ended high actually stick sink tophole drilled countertop says height 30 really high brushed stainless steel matches stainless steel appliances hth,"['tools', 'and', 'home', 'improvement', 'open', 'ended', 'high', 'actually', 'stick', 'sink', 'tophole', 'drilled', 'countertop', 'says', 'height', '30', 'really', 'high', 'brushed', 'stainless', 'steel', 'matches', 'stainless', 'steel', 'appliances', 'hth']"
row_12072_chunk_0,C1Q2356,Automotive,open-ended,2014-07-21,0,red wire control switch determine wire tap factory ignition thanks ran mine battery use winch wo ignition atv running,Automotive open-ended red wire control switch determine wire tap factory ignition thanks ran mine battery use winch wo ignition atv running,"['automotive', 'open', 'ended', 'red', 'wire', 'control', 'switch', 'determine', 'wire', 'tap', 'factory', 'ignition', 'thanks', 'ran', 'mine', 'battery', 'use', 'winch', 'wo', 'ignition', 'atv', 'running']"
row_12073_chunk_0,C15Q9160,Tools and Home Improvement,open-ended,2015-04-07,0,setting timer run every day dusk dawn based astronomic time auto something else sure likely 1 min since digital,Tools and Home Improvement open-ended setting timer run every day dusk dawn based astronomic time auto something else sure likely 1 min since digital,"['tools', 'and', 'home', 'improvement', 'open', 'ended', 'setting', 'timer', 'run', 'every', 'day', 'dusk', 'dawn', 'based', 'astronomic', 'time', 'auto', 'something', 'else', 'sure', 'likely', '1', 'min', 'since', 'digital']"
row_12074_chunk_0,C15Q2990,Tools and Home Improvement,open-ended,2014-07-05,0,thick lip undermounts sink overflow yes glazed underside believe,Tools and Home Improvement open-ended thick lip undermounts sink overflow yes glazed underside believe,"['tools', 'and', 'home', 'improvement', 'open', 'ended', 'thick', 'lip', 'undermounts', 'sink', 'overflow', 'yes', 'glazed', 'underside', 'believe']"
row_12075_chunk_0,C15Q6364,Tools and Home Improvement,open-ended,2014-12-16,0,2 showers time yes,Tools and Home Improvement open-ended 2 showers time yes,"['tools', 'and', 'home', 'improvement', 'open', 'ended', '2', 'showers', 'time', 'yes']"
row_12076_chunk_0,C14Q13112,Sports and Outdoors,open-ended,2013-12-02,0,spring assist adjustable use carpet every day issues done several months go enjoy,Sports and Outdoors open-ended spring assist adjustable use carpet every day issues done several months go enjoy,"['sports', 'and', 'outdoors', 'open', 'ended', 'spring', 'assist', 'adjustable', 'use', 'carpet', 'every', 'day', 'issues', 'done', 'several', 'months', 'go', 'enjoy']"
row_12077_chunk_0,C5Q345,Clothing Shoes and Jewelry,yes/no,2014-07-31,0,im planning put 2025 lbs bag uncomfortable carry day xs,Clothing Shoes and Jewelry yes/no im planning put 2025 lbs bag uncomfortable carry day xs,"['clothing', 'shoes', 'and', 'jewelry', 'yes', 'no', 'im', 'planning', 'put', '2025', 'lbs', 'bag', 'uncomfortable', 'carry', 'day', 'xs']"
row_12078_chunk_0,C7Q1483,Grocery and Gourmet Food,open-ended,2014-05-26,0,ingredient list anywhere cant seem find one online thanks normally like pretty spicy foods almost hot,Grocery and Gourmet Food open-ended ingredient list anywhere cant seem find one online thanks normally like pretty spicy foods almost hot,"['grocery', 'and', 'gourmet', 'food', 'open', 'ended', 'ingredient', 'list', 'anywhere', 'cant', 'seem', 'find', 'one', 'online', 'thanks', 'normally', 'like', 'pretty', 'spicy', 'foods', 'almost', 'hot']"
row_12079_chunk_0,C8Q10739,Health and Personal Care,open-ended,2014-02-15,0,ceramide derived rice sweet potato im looking everywhere label mentions wheat corn soy sugar sweeteners vegetable cellulose could potato starch hope helps,Health and Personal Care open-ended ceramide derived rice sweet potato im looking everywhere label mentions wheat corn soy sugar sweeteners vegetable cellulose could potato starch hope helps,"['health', 'and', 'personal', 'care', 'open', 'ended', 'ceramide', 'derived', 'rice', 'sweet', 'potato', 'im', 'looking', 'everywhere', 'label', 'mentions', 'wheat', 'corn', 'soy', 'sugar', 'sweeteners', 'vegetable', 'cellulose', 'could', 'potato', 'starch', 'hope', 'helps']"
row_12080_chunk_0,C12Q4997,Patio Lawn and Garden,open-ended,2014-04-24,0,clean cut ive never much luck motorized trimmer leaving nice cut always end bit ragged brown electric,Patio Lawn and Garden open-ended clean cut ive never much luck motorized trimmer leaving nice cut always end bit ragged brown electric,"['patio', 'lawn', 'and', 'garden', 'open', 'ended', 'clean', 'cut', 'ive', 'never', 'much', 'luck', 'motorized', 'trimmer', 'leaving', 'nice', 'cut', 'always', 'end', 'bit', 'ragged', 'brown', 'electric']"
row_12081_chunk_0,C16Q2194,Toys and Games,open-ended,2013-06-06,0,metal plastic impossible loom dont buy make looms notchrounded edge loops stay,Toys and Games open-ended metal plastic impossible loom dont buy make looms notchrounded edge loops stay,"['toys', 'and', 'games', 'open', 'ended', 'metal', 'plastic', 'impossible', 'loom', 'dont', 'buy', 'make', 'looms', 'notchrounded', 'edge', 'loops', 'stay']"
row_12082_chunk_0,C1Q9226,Automotive,open-ended,2014-05-12,0,clarification lock 3 positions flat chair stool flat stool 91452 low profile meaning wheels mounter outboard closer ground,Automotive open-ended clarification lock 3 positions flat chair stool flat stool 91452 low profile meaning wheels mounter outboard closer ground,"['automotive', 'open', 'ended', 'clarification', 'lock', '3', 'positions', 'flat', 'chair', 'stool', 'flat', 'stool', '91452', 'low', 'profile', 'meaning', 'wheels', 'mounter', 'outboard', 'closer', 'ground']"
row_12083_chunk_0,C9Q19532,Home and Kitchen,open-ended,2014-12-04,0,get early morning long rest family loud grinder im trying avoid waking kids thanks manual grinder sounds nothing like electric grinder make noise take longer manually grind hall kitchen bedroom doors closed problem noise like taking handful gravel swirling around hands moderate pace takes 45 seconds grind french press part fun ritual making coffee morning,Home and Kitchen open-ended get early morning long rest family loud grinder im trying avoid waking kids thanks manual grinder sounds nothing like electric grinder make noise take longer manually grind hall kitchen bedroom doors closed problem noise like taking handful gravel swirling around hands moderate pace takes 45 seconds grind french press part fun ritual making coffee morning,"['home', 'and', 'kitchen', 'open', 'ended', 'get', 'early', 'morning', 'long', 'rest', 'family', 'loud', 'grinder', 'im', 'trying', 'avoid', 'waking', 'kids', 'thanks', 'manual', 'grinder', 'sounds', 'nothing', 'like', 'electric', 'grinder', 'make', 'noise', 'take', 'longer', 'manually', 'grind', 'hall', 'kitchen', 'bedroom', 'doors', 'closed', 'problem', 'noise', 'like', 'taking', 'handful', 'gravel', 'swirling', 'around', 'hands', 'moderate', 'pace', 'takes', '45', 'seconds', 'grind', 'french', 'press', 'part', 'fun', 'ritual', 'making', 'coffee', 'morning']"
row_12084_chunk_0,C6Q8603,Electronics,open-ended,2015-01-24,0,work led tv model un46c5000qf verified blue ray players owners manual recommended device type deciding factor ensure compatibility,Electronics open-ended work led tv model un46c5000qf verified blue ray players owners manual recommended device type deciding factor ensure compatibility,"['electronics', 'open', 'ended', 'work', 'led', 'tv', 'model', 'un46c5000qf', 'verified', 'blue', 'ray', 'players', 'owners', 'manual', 'recommended', 'device', 'type', 'deciding', 'factor', 'ensure', 'compatibility']"
row_12085_chunk_0,C4Q570,Cell Phones and Accessories,open-ended,2014-07-27,0,people tell cannot hear phone loud pitch sounds calls fix im sure dont problem mine sorry hopefully get figured,Cell Phones and Accessories open-ended people tell cannot hear phone loud pitch sounds calls fix im sure dont problem mine sorry hopefully get figured,"['cell', 'phones', 'and', 'accessories', 'open', 'ended', 'people', 'tell', 'cannot', 'hear', 'phone', 'loud', 'pitch', 'sounds', 'calls', 'fix', 'im', 'sure', 'dont', 'problem', 'mine', 'sorry', 'hopefully', 'get', 'figured']"
row_12086_chunk_0,C6Q1846,Electronics,open-ended,2014-04-12,0,please ring flash compatible canon 650d 1855mm answers look good generally filter mount screwed lens front mount thread lens accessories screwed filter mount exactly way would screwed lens check filter see threads front event probably find alternate way mount light,Electronics open-ended please ring flash compatible canon 650d 1855mm answers look good generally filter mount screwed lens front mount thread lens accessories screwed filter mount exactly way would screwed lens check filter see threads front event probably find alternate way mount light,"['electronics', 'open', 'ended', 'please', 'ring', 'flash', 'compatible', 'canon', '650d', '1855mm', 'answers', 'look', 'good', 'generally', 'filter', 'mount', 'screwed', 'lens', 'front', 'mount', 'thread', 'lens', 'accessories', 'screwed', 'filter', 'mount', 'exactly', 'way', 'would', 'screwed', 'lens', 'check', 'filter', 'see', 'threads', 'front', 'event', 'probably', 'find', 'alternate', 'way', 'mount', 'light']"
row_12087_chunk_0,C13Q3416,Pet Supplies,open-ended,2014-04-18,0,rocks made help prevent grass burn marks would assume grass plant,Pet Supplies open-ended rocks made help prevent grass burn marks would assume grass plant,"['pet', 'supplies', 'open', 'ended', 'rocks', 'made', 'help', 'prevent', 'grass', 'burn', 'marks', 'would', 'assume', 'grass', 'plant']"
row_12088_chunk_0,C6Q2023,Electronics,open-ended,2014-04-29,0,bag water resistant im looking totally water proof least somewhat resistant dividers movable mine yes assume mean large part bag camera yes great bad think,Electronics open-ended bag water resistant im looking totally water proof least somewhat resistant dividers movable mine yes assume mean large part bag camera yes great bad think,"['electronics', 'open', 'ended', 'bag', 'water', 'resistant', 'im', 'looking', 'totally', 'water', 'proof', 'least', 'somewhat', 'resistant', 'dividers', 'movable', 'mine', 'yes', 'assume', 'mean', 'large', 'part', 'bag', 'camera', 'yes', 'great', 'bad', 'think']"
row_12089_chunk_0,C3Q1033,Beauty,yes/no,2014-05-04,0,men also try rogaine first however get good results product friend rogaine wants try one says doesnt like rogaine hasnt improved anything,Beauty yes/no men also try rogaine first however get good results product friend rogaine wants try one says doesnt like rogaine hasnt improved anything,"['beauty', 'yes', 'no', 'men', 'also', 'try', 'rogaine', 'first', 'however', 'get', 'good', 'results', 'product', 'friend', 'rogaine', 'wants', 'try', 'one', 'says', 'doesnt', 'like', 'rogaine', 'hasnt', 'improved', 'anything']"
row_12090_chunk_0,C6Q29610,Electronics,open-ended,2014-08-02,0,supportplay vcd videos installed wires shown colorcoded outlets unit tv problem unit sound control operated remoteis sound adjusted appropriate level tvs receiving unit sound controls mute button,Electronics open-ended supportplay vcd videos installed wires shown colorcoded outlets unit tv problem unit sound control operated remoteis sound adjusted appropriate level tvs receiving unit sound controls mute button,"['electronics', 'open', 'ended', 'supportplay', 'vcd', 'videos', 'installed', 'wires', 'shown', 'colorcoded', 'outlets', 'unit', 'tv', 'problem', 'unit', 'sound', 'control', 'operated', 'remoteis', 'sound', 'adjusted', 'appropriate', 'level', 'tvs', 'receiving', 'unit', 'sound', 'controls', 'mute', 'button']"
row_12091_chunk_0,C6Q17181,Electronics,open-ended,2015-03-08,0,working fine macbook po stopped tied get working chromebook changed batteried still lights upi fix using lenovo ideatab lynx k3 tablet running windows 8 like small size makes easy carry tablet lacks onoff switch chews batteries,Electronics open-ended working fine macbook po stopped tied get working chromebook changed batteried still lights upi fix using lenovo ideatab lynx k3 tablet running windows 8 like small size makes easy carry tablet lacks onoff switch chews batteries,"['electronics', 'open', 'ended', 'working', 'fine', 'macbook', 'po', 'stopped', 'tied', 'get', 'working', 'chromebook', 'changed', 'batteried', 'still', 'lights', 'upi', 'fix', 'using', 'lenovo', 'ideatab', 'lynx', 'k3', 'tablet', 'running', 'windows', '8', 'like', 'small', 'size', 'makes', 'easy', 'carry', 'tablet', 'lacks', 'onoff', 'switch', 'chews', 'batteries']"
row_12092_chunk_0,C9Q2489,Home and Kitchen,open-ended,2013-12-13,0,diameter opening end funnel food exits funnel container thx mb yes dishwasher safe,Home and Kitchen open-ended diameter opening end funnel food exits funnel container thx mb yes dishwasher safe,"['home', 'and', 'kitchen', 'open', 'ended', 'diameter', 'opening', 'end', 'funnel', 'food', 'exits', 'funnel', 'container', 'thx', 'mb', 'yes', 'dishwasher', 'safe']"
row_12093_chunk_0,C5Q534,Clothing Shoes and Jewelry,open-ended,2015-02-09,0,dont carry laptop papers bag useful stuffing items light jacket random things flatstructured might make cut think could terms width bag long horizontally high depending height lap top might snug,Clothing Shoes and Jewelry open-ended dont carry laptop papers bag useful stuffing items light jacket random things flatstructured might make cut think could terms width bag long horizontally high depending height lap top might snug,"['clothing', 'shoes', 'and', 'jewelry', 'open', 'ended', 'dont', 'carry', 'laptop', 'papers', 'bag', 'useful', 'stuffing', 'items', 'light', 'jacket', 'random', 'things', 'flatstructured', 'might', 'make', 'cut', 'think', 'could', 'terms', 'width', 'bag', 'long', 'horizontally', 'high', 'depending', 'height', 'lap', 'top', 'might', 'snug']"
row_12094_chunk_0,C6Q19463,Electronics,open-ended,2014-09-11,0,many audio ports 55 lbs,Electronics open-ended many audio ports 55 lbs,"['electronics', 'open', 'ended', 'many', 'audio', 'ports', '55', 'lbs']"
row_12095_chunk_0,C9Q20677,Home and Kitchen,open-ended,2014-05-04,0,colors compare photo displays,Home and Kitchen open-ended colors compare photo displays,"['home', 'and', 'kitchen', 'open', 'ended', 'colors', 'compare', 'photo', 'displays']"
row_12096_chunk_0,C6Q2413,Electronics,open-ended,2013-03-19,0,audio video yes,Electronics open-ended audio video yes,"['electronics', 'open', 'ended', 'audio', 'video', 'yes']"
row_12097_chunk_0,C14Q17968,Sports and Outdoors,open-ended,2015-01-04,0,anyone know would hold boiling water want use backpacking trips boil water separately add coffee yes monitor depending power settings microwave ive used cup microwave tea hundreds times let unfamiliar micorwave little long warped hard plastic rim got another,Sports and Outdoors open-ended anyone know would hold boiling water want use backpacking trips boil water separately add coffee yes monitor depending power settings microwave ive used cup microwave tea hundreds times let unfamiliar micorwave little long warped hard plastic rim got another,"['sports', 'and', 'outdoors', 'open', 'ended', 'anyone', 'know', 'would', 'hold', 'boiling', 'water', 'want', 'use', 'backpacking', 'trips', 'boil', 'water', 'separately', 'add', 'coffee', 'yes', 'monitor', 'depending', 'power', 'settings', 'microwave', 'ive', 'used', 'cup', 'microwave', 'tea', 'hundreds', 'times', 'let', 'unfamiliar', 'micorwave', 'little', 'long', 'warped', 'hard', 'plastic', 'rim', 'got', 'another']"
row_12098_chunk_0,C13Q2890,Pet Supplies,open-ended,2015-01-09,0,would work ok cut hole sheetrock goes garage would rather cutting steel door cant speak raccoons cats unable get locks,Pet Supplies open-ended would work ok cut hole sheetrock goes garage would rather cutting steel door cant speak raccoons cats unable get locks,"['pet', 'supplies', 'open', 'ended', 'would', 'work', 'ok', 'cut', 'hole', 'sheetrock', 'goes', 'garage', 'would', 'rather', 'cutting', 'steel', 'door', 'cant', 'speak', 'raccoons', 'cats', 'unable', 'get', 'locks']"
row_12099_chunk_0,C9Q16025,Home and Kitchen,open-ended,2013-03-03,0,made open blades 3 inches,Home and Kitchen open-ended made open blades 3 inches,"['home', 'and', 'kitchen', 'open', 'ended', 'made', 'open', 'blades', '3', 'inches']"
row_12100_chunk_0,C15Q10438,Tools and Home Improvement,open-ended,2013-05-08,0,need obvious answers whats degree nailer nails used yes came nice molded case 2 latches happy product,Tools and Home Improvement open-ended need obvious answers whats degree nailer nails used yes came nice molded case 2 latches happy product,"['tools', 'and', 'home', 'improvement', 'open', 'ended', 'need', 'obvious', 'answers', 'whats', 'degree', 'nailer', 'nails', 'used', 'yes', 'came', 'nice', 'molded', 'case', '2', 'latches', 'happy', 'product']"
row_12101_chunk_0,C8Q10550,Health and Personal Care,open-ended,2014-08-27,0,many pounds rated,Health and Personal Care open-ended many pounds rated,"['health', 'and', 'personal', 'care', 'open', 'ended', 'many', 'pounds', 'rated']"
row_12102_chunk_0,C6Q35680,Electronics,open-ended,2015-03-18,0,dimension sleeves yes,Electronics open-ended dimension sleeves yes,"['electronics', 'open', 'ended', 'dimension', 'sleeves', 'yes']"
row_12103_chunk_0,C6Q34165,Electronics,yes/no,2013-08-06,0,using hdmi arc optical cable anyone problems unit power turning tv first listen music phone via bluetooth tv nice job sound,Electronics yes/no using hdmi arc optical cable anyone problems unit power turning tv first listen music phone via bluetooth tv nice job sound,"['electronics', 'yes', 'no', 'using', 'hdmi', 'arc', 'optical', 'cable', 'anyone', 'problems', 'unit', 'power', 'turning', 'tv', 'first', 'listen', 'music', 'phone', 'via', 'bluetooth', 'tv', 'nice', 'job', 'sound']"
row_12104_chunk_0,C9Q9210,Home and Kitchen,open-ended,2014-09-03,0,auto shutoff yes water runs thru shuts,Home and Kitchen open-ended auto shutoff yes water runs thru shuts,"['home', 'and', 'kitchen', 'open', 'ended', 'auto', 'shutoff', 'yes', 'water', 'runs', 'thru', 'shuts']"
row_12105_chunk_0,C14Q2455,Sports and Outdoors,open-ended,2013-04-14,0,cover hood back shown covers engine depends overall length boat much slack cover mediocre best overall,Sports and Outdoors open-ended cover hood back shown covers engine depends overall length boat much slack cover mediocre best overall,"['sports', 'and', 'outdoors', 'open', 'ended', 'cover', 'hood', 'back', 'shown', 'covers', 'engine', 'depends', 'overall', 'length', 'boat', 'much', 'slack', 'cover', 'mediocre', 'best', 'overall']"
row_12106_chunk_0,C15Q6167,Tools and Home Improvement,open-ended,2014-12-11,0,delta leland much larger spray head small size spray head faucet problem sufficient water flow head cladded brushed nickel metal switch guts plastic works really well solid,Tools and Home Improvement open-ended delta leland much larger spray head small size spray head faucet problem sufficient water flow head cladded brushed nickel metal switch guts plastic works really well solid,"['tools', 'and', 'home', 'improvement', 'open', 'ended', 'delta', 'leland', 'much', 'larger', 'spray', 'head', 'small', 'size', 'spray', 'head', 'faucet', 'problem', 'sufficient', 'water', 'flow', 'head', 'cladded', 'brushed', 'nickel', 'metal', 'switch', 'guts', 'plastic', 'works', 'really', 'well', 'solid']"
row_12107_chunk_0,C11Q664,Office Products,open-ended,2014-02-17,0,tape easy remove leave residue would compare masking tape slightly thicker woven texture unless lamp repairing gets extremely hot would seem bad fit,Office Products open-ended tape easy remove leave residue would compare masking tape slightly thicker woven texture unless lamp repairing gets extremely hot would seem bad fit,"['office', 'products', 'open', 'ended', 'tape', 'easy', 'remove', 'leave', 'residue', 'would', 'compare', 'masking', 'tape', 'slightly', 'thicker', 'woven', 'texture', 'unless', 'lamp', 'repairing', 'gets', 'extremely', 'hot', 'would', 'seem', 'bad', 'fit']"
row_12108_chunk_0,C6Q18039,Electronics,open-ended,2014-12-13,0,fit 2014 macbook air 11 obviously going mute little sure would consider perfectly still completely usable,Electronics open-ended fit 2014 macbook air 11 obviously going mute little sure would consider perfectly still completely usable,"['electronics', 'open', 'ended', 'fit', '2014', 'macbook', 'air', '11', 'obviously', 'going', 'mute', 'little', 'sure', 'would', 'consider', 'perfectly', 'still', 'completely', 'usable']"
